#Digilent WaveForms Oscilloscope Acquisition
#Device Name: Discovery2
#Serial Number: SN:210321B80EE1
#Date Time: 2025-11-12 12:40:23.317
#Sample rate: 37147.1Hz
#Samples: 8192
#Trigger: Source: Channel 1 Type: Edge Condition: Rising Level: 1.5 V Hyst.: Auto HoldOff: 0 s
#Channel 1: Range: 200 mV/div Offset: 0 V Sample Mode: Average
#Channel 2: Range: 1 V/div Offset: 0 V Sample Mode: Average
#Wavegen Channel 1: Enabled
#Mode: Simple
#Type: Sine
#Frequency: 1.16 kHz
#Period: 862.0689655 us
#Amplitude: 1 V
#Offset: 0 V
#Symmetry: 50 %
#Phase: 0 °
#Power Supplies: ON
#Positive Supply: ON
#Voltage: 5 V
#Negative Supply: ON
#Voltage: -5 V

Time (s),Channel 1 (V),Channel 2 (V)
-0.02998903164508574,-0.016037756796270012,-0.0497693217667402
-0.029962111645085738,-0.014034590786354528,2.4324834992169633
-0.029935191645085738,-0.020377949817753555,2.498972414064741
-0.02990827164508574,-0.017373200802880333,-0.0497693217667402
-0.02988135164508574,-0.012699146779744206,2.2884241837134445
-0.02985443164508574,-0.016705478799575173,2.639337900965605
-0.02982751164508574,-0.012031424776439046,-0.04607549316408588
-0.02980059164508574,-0.005354204743387437,2.144364868209926
-0.02977367164508574,-0.008025092756608081,3.259901106211531
-0.02974675164508574,-0.010695980769828724,3.259901106211531
-0.02971983164508574,-0.010695980769828724,1.1987447459304204
-0.02969291164508574,-0.00034628971859873055,0.28267525247214864
-0.02966599164508574,0.003326181299579654,3.2451257918009135
-0.02963907164508574,0.0036600423012322345,1.3464978900365931
-0.029612151645085738,0.013675872350809647,-0.05715697897204884
-0.02958523164508574,0.024359424403692223,-0.053463150369394516
-0.02955831164508574,0.032038227441701574,1.7195745789046795
-0.02953139164508574,0.02903347842682835,3.259901106211531
-0.02950447164508574,0.02335784139873448,3.259901106211531
-0.02947755164508574,0.018349926373945773,1.6272288638383214
-0.02945063164508574,0.0230239803970819,-0.05715697897204884
